Date,Open,High,Low,Close,Adj Close,Volume
2014-09-19,77.331001,77.728897,76.992897,77.390701,77.390701,4601657
2014-09-22,77.589600,77.609497,75.709801,76.038002,76.038002,3667002
2014-09-23,75.749603,77.211700,75.600403,76.883499,76.883499,5243089
2014-09-24,76.296600,76.485603,75.620300,76.008202,76.008202,3090769
2014-09-25,76.614899,76.734299,76.057899,76.237000,76.237000,2674277
2014-09-26,75.490997,75.620300,74.814697,74.854401,74.854401,8691957
2014-09-29,74.774902,74.904198,73.969200,74.028900,74.028900,2949386
2014-09-30,73.879700,74.884300,73.715599,74.884300,74.884300,4056960
2014-10-01,74.197998,75.998199,74.108498,75.789398,75.789398,3732000
2014-10-02,75.112999,75.928596,74.963898,75.401497,75.401497,2593538
2014-10-03,74.933998,76.306602,74.933998,76.237000,76.237000,2651965
2014-10-05,76.465698,76.555199,75.520798,75.759499,75.759499,1355051
2014-10-06,76.028099,76.187202,74.078598,75.361702,75.361702,3712304
2014-10-07,74.426804,74.963898,74.277603,74.615700,74.615700,2463476
2014-10-08,75.351700,76.246902,75.023499,75.819199,75.819199,3108079
2014-10-09,74.347198,74.933998,74.317398,74.396896,74.396896,3356267
2014-10-12,73.631104,74.138298,73.501801,73.730499,73.730499,2992329
2014-10-13,73.312798,74.416801,73.173599,73.720596,73.720596,3352089
2014-10-14,73.849899,75.112999,73.810097,75.043404,75.043404,3388330
2014-10-15,74.317398,75.739601,74.098503,75.520798,75.520798,4756417
2014-10-16,75.799301,76.535301,75.799301,76.127502,76.127502,3684403
2014-10-19,76.783997,77.082397,76.450798,76.843697,76.843697,2468029
2014-10-20,77.221603,77.221603,76.525398,76.764099,76.764099,1837892
2014-10-21,77.569702,77.728897,76.724297,77.152000,77.152000,2593843
2014-10-22,76.992897,77.758698,76.943100,77.748802,77.748802,2271445
2014-10-23,78.077003,78.544403,77.878098,78.345497,78.345497,2354940
2014-10-26,78.832901,79.588799,78.733398,79.588799,79.588799,3510116
2014-10-27,79.618599,79.946899,79.161102,79.757896,79.757896,2905856
2014-10-28,79.946899,79.946899,78.882599,79.151199,79.151199,2851594
2014-10-29,79.549004,79.767799,79.240700,79.737999,79.737999,2142357
2014-10-30,80.066200,80.115898,79.549004,80.046303,80.046303,11377524
2014-11-02,79.966698,80.414299,79.917000,80.086098,80.086098,1908694
2014-11-03,80.265099,80.663002,80.115898,80.334702,80.334702,2298024
2014-11-04,80.643097,81.150299,79.897102,81.120499,81.120499,3217520
2014-11-05,81.209999,81.209999,80.275101,80.752502,80.752502,3053691
2014-11-06,81.369102,82.314003,81.110497,82.314003,82.314003,5219299
2014-11-09,82.055397,82.433403,81.488503,82.115097,82.115097,3146955
2014-11-10,82.552696,82.552696,82.164803,82.552696,82.552696,2737070
2014-11-11,82.492996,82.502998,81.309502,81.408897,81.408897,3313315
2014-11-12,81.568100,81.568100,80.682899,80.832001,80.832001,3025799
2014-11-13,81.080704,81.458702,80.483902,81.329399,81.329399,1982329
2014-11-16,81.468597,81.468597,80.414299,80.553596,80.553596,1939103
2014-11-17,80.663002,81.040901,80.275101,80.513802,80.513802,1772640
2014-11-18,80.682899,80.762398,79.936897,80.106003,80.106003,2066288
2014-11-19,80.066200,80.513802,79.727997,79.907097,79.907097,2161880
2014-11-20,80.285004,80.364601,79.489304,79.658401,79.658401,2172236
2014-11-23,80.185501,80.195503,79.708099,79.986603,79.986603,2109730
2014-11-24,79.628601,79.887199,79.320198,79.737999,79.737999,2541565
2014-11-25,79.767799,80.573402,79.678299,80.573402,80.573402,2028618
2014-11-26,80.563499,81.090698,80.294998,81.060799,81.060799,2215154
2014-11-27,80.812202,80.871803,80.205498,80.285004,80.285004,6686925
2014-11-30,80.314796,80.613197,79.131302,79.370003,79.370003,2323119
2014-12-01,79.847397,80.424301,78.972099,80.304901,80.304901,3266630
2014-12-02,80.175598,81.050903,79.827499,80.961304,80.961304,2576485
2014-12-03,81.319397,81.776901,81.200104,81.637703,81.637703,3042339
2014-12-04,81.558098,82.025597,80.493896,81.200104,81.200104,2165528
2014-12-07,81.806801,82.492996,81.757004,81.945999,81.945999,3220124
2014-12-08,81.249802,82.254303,81.249802,81.578003,81.578003,3345801
2014-12-09,81.607803,82.144897,80.961304,81.906197,81.906197,3285407
2014-12-10,80.981201,82.005699,80.981201,81.747101,81.747101,3116208
2014-12-11,81.249802,81.697403,80.971298,81.299500,81.299500,2397364
2014-12-14,80.722603,81.299500,80.439201,80.832001,80.832001,2213993
2014-12-15,80.493896,80.901703,80.424301,80.513802,80.513802,3452765
2014-12-16,80.394402,81.309502,80.394402,80.583397,80.583397,2985653
2014-12-17,80.981201,81.757004,80.981201,81.359200,81.359200,5091696
2014-12-18,82.254303,83.368301,82.194702,83.258904,83.258904,15227484
2014-12-21,83.348396,84.890099,83.169403,84.890099,84.890099,3367585
2014-12-22,84.790604,85.387398,84.462402,84.502197,84.502197,2043976
2014-12-23,84.621498,84.890099,84.044601,84.462402,84.462402,1122457
2014-12-28,84.790604,85.646004,84.721001,85.586304,85.586304,1651703
2014-12-29,85.596199,86.173103,85.118797,85.118797,85.118797,1594116
2014-12-30,85.138702,85.337601,84.989502,85.188499,85.188499,714081
2015-01-01,84.959702,85.278000,84.661301,85.278000,85.278000,949439
2015-01-04,85.238197,85.775299,85.049202,85.486801,85.486801,1351652
2015-01-05,84.641403,85.337601,84.412697,84.840302,84.840302,2477276
2015-01-06,84.850304,85.029297,84.094398,84.651398,84.651398,2127190
2015-01-07,85.079002,85.188499,84.671204,84.929802,84.929802,1997762
2015-01-08,85.904602,86.003998,85.168602,85.576302,85.576302,2647416
2015-01-11,85.228203,85.735497,85.029297,85.188499,85.188499,1329586
2015-01-12,84.551903,84.969597,84.541901,84.840302,84.840302,1841433
2015-01-13,84.721001,84.740898,83.229103,83.229103,83.229103,4248481
2015-01-14,82.642197,83.298698,82.443298,83.059998,83.059998,3671533
2015-01-15,82.692001,83.636902,82.443298,83.119698,83.119698,2690155
2015-01-18,83.567200,83.974998,82.522903,82.652199,82.652199,2515333
2015-01-19,82.681999,83.388199,82.592499,83.050003,83.050003,2414127
2015-01-20,83.447899,84.213699,83.348396,84.213699,84.213699,2420834
2015-01-21,84.760803,84.989502,84.502197,84.770699,84.770699,2084316
2015-01-22,85.486801,85.765297,85.347603,85.765297,85.765297,2140195
2015-01-26,85.884697,87.177696,85.815002,87.157799,87.157799,2770733
2015-01-27,86.899200,87.495903,86.332298,87.227402,87.227402,2075650
2015-01-28,86.899200,88.560204,86.799698,88.281700,88.281700,3370838
2015-01-29,88.928200,89.514999,88.848602,88.848602,88.848602,14169349
2015-02-01,88.818802,89.415604,88.669601,89.196701,89.196701,2145319
2015-02-02,89.465302,90.181396,88.391098,89.912804,89.912804,3430361
2015-02-03,91.126297,91.444504,89.723900,90.300797,90.300797,3432166
2015-02-04,90.768204,92.787300,90.430099,92.767403,92.767403,4524530
2015-02-05,93.264702,93.453697,92.150703,92.478996,92.478996,4105867
2015-02-08,92.250198,92.737503,91.603699,92.429199,92.429199,2857655
2015-02-09,92.359596,92.399399,91.534103,92.091003,92.091003,2156242
2015-02-10,92.498802,92.498802,91.106400,91.364998,91.364998,2828942
2015-02-11,91.285400,91.285400,90.370399,90.688698,90.688698,4786087
2015-02-12,91.355003,93.085701,90.937302,92.648003,92.648003,3515917
2015-02-15,92.697800,93.413902,91.673302,92.966301,92.966301,2907971
2015-02-16,89.883003,90.758301,89.425499,89.514999,89.514999,12418690
2015-02-17,90.131699,90.300797,89.405602,90.221199,90.221199,2630014
2015-02-18,90.569298,90.877602,90.061996,90.648903,90.648903,1999473
2015-02-19,90.658798,90.987000,89.505096,89.723900,89.723900,1542449
2015-02-22,90.012299,90.410202,89.684097,89.922798,89.922798,1754130
2015-02-23,90.012299,90.708504,89.634399,90.549400,90.549400,2157809
2015-02-24,90.708504,90.927399,90.061996,90.380302,90.380302,1592051
2015-02-25,90.440002,90.459900,89.733803,89.932701,89.932701,2128938
2015-02-26,90.370399,91.802597,89.813400,91.424698,91.424698,7409938
2015-03-01,91.404800,92.608299,91.136200,92.051300,92.051300,2130107
2015-03-02,92.170601,92.976196,90.837799,91.424698,91.424698,2663773
2015-03-03,91.703102,91.723000,90.032204,90.638901,90.638901,1830216
2015-03-04,90.509598,90.688698,89.962601,90.628998,90.628998,1687517
2015-03-05,90.499702,91.195900,89.962601,90.599098,90.599098,1263953
2015-03-08,89.843201,90.584198,89.803398,90.032204,90.032204,1377238
2015-03-09,90.211197,90.738403,89.833298,90.191299,90.191299,1933147
2015-03-10,89.514999,90.270897,89.117203,90.032204,90.032204,1898428
2015-03-11,89.664200,91.494301,89.664200,91.325203,91.325203,1966228
2015-03-12,91.504204,91.762802,90.628998,90.827904,90.827904,1755491
2015-03-15,90.509598,91.573898,90.261002,91.295403,91.295403,1814882
2015-03-16,92.100998,93.155296,91.912003,92.906601,92.906601,2773915
2015-03-17,92.608299,92.986198,91.941902,92.886703,92.886703,3200946
2015-03-18,93.294502,95.283798,93.294502,95.094803,95.094803,5135626
2015-03-19,94.686996,96.079399,94.438301,95.800903,95.800903,5602496
2015-03-22,95.800903,96.168999,94.905800,94.965500,94.965500,2148649
2015-03-23,94.965500,95.244003,94.527802,94.577599,94.577599,1728934
2015-03-24,94.686996,95.343399,94.597504,95.343399,95.343399,2459138
2015-03-25,94.577599,94.587502,93.334297,93.334297,93.334297,3587132
2015-03-26,93.294502,94.249397,93.015999,93.831596,93.831596,7619755
2015-03-29,93.264702,93.473602,92.409302,92.598297,92.598297,2197553
2015-03-30,93.095596,93.831596,92.896698,92.896698,92.896698,2242100
2015-03-31,92.299896,92.886703,92.091003,92.817101,92.817101,2237986
2015-04-01,92.996101,94.100197,92.827103,93.891296,93.891296,2216802
2015-04-07,94.537804,95.273804,93.269699,93.702301,93.702301,3112971
2015-04-08,93.791801,94.159798,93.224899,93.493401,93.493401,1718655
2015-04-09,93.493401,94.070297,93.205002,93.344299,93.344299,1591249
2015-04-10,93.493401,93.766998,92.916603,93.622704,93.622704,1260213
2015-04-13,93.722198,94.259300,93.543198,93.592903,93.592903,1098363
2015-04-14,92.996101,93.563103,92.906601,93.294502,93.294502,2040939
2015-04-15,93.284599,93.314400,91.872200,91.941902,91.941902,3315917
2015-04-16,92.986198,92.986198,92.220398,92.508797,92.508797,1994590
2015-04-17,92.508797,92.618202,91.404800,91.583801,91.583801,2103025
2015-04-20,90.907501,91.086502,90.529503,90.837799,90.837799,2247350
2015-04-21,91.663399,91.742897,91.066597,91.285400,91.285400,2513494
2015-04-22,91.245598,91.494301,90.221199,90.628998,90.628998,2356933
2015-04-23,90.758301,90.897499,90.012299,90.231102,90.231102,2354449
2015-04-24,90.837799,91.703102,90.708504,91.603699,91.603699,5636739
2015-04-27,92.031403,92.240196,91.424698,92.220398,92.220398,1867077
2015-04-28,92.250198,92.459099,91.991600,92.081100,92.081100,1928190
2015-04-29,91.822502,92.369499,90.081902,90.081902,90.081902,2663436
2015-04-30,89.246498,89.306099,87.814201,88.391098,88.391098,3951692
2015-05-01,87.923599,88.868500,87.774399,88.440804,88.440804,2327563
2015-05-04,86.849403,87.918701,86.680397,87.535698,87.535698,3019776
2015-05-05,88.162300,89.156998,87.157799,87.665001,87.665001,3102547
2015-05-06,84.780701,85.536598,82.532799,82.532799,82.532799,7237279
2015-05-07,80.861900,83.179298,80.563499,82.662102,82.662102,6304381
2015-05-08,83.249001,84.154099,82.194702,82.194702,82.194702,3205428
2015-05-11,83.099800,83.238998,81.269699,81.727203,81.727203,2882419
2015-05-12,81.727203,82.731796,81.359200,82.433403,82.433403,3111822
2015-05-13,83.089798,83.736298,82.652199,83.527496,83.527496,3056335
2015-05-14,83.398102,83.746300,82.592499,83.169403,83.169403,3796619
2015-05-15,84.293297,84.343002,83.567200,84.293297,84.293297,3820204
2015-05-18,84.382797,84.412697,82.552696,82.552696,82.552696,3337301
2015-05-19,82.602501,83.368301,81.816704,82.403503,82.403503,3105626
2015-05-20,82.105103,82.890900,81.906197,82.045502,82.045502,2543186
2015-05-21,81.757004,83.209198,81.757004,83.109703,83.109703,2889228
2015-05-22,83.437897,83.437897,82.333900,82.662102,82.662102,1801986
2015-05-25,82.751602,83.786003,82.433403,83.547302,83.547302,1497762
2015-05-26,83.547302,84.293297,83.417999,84.183899,84.183899,2448977
2015-05-27,83.885498,84.343002,83.388199,83.676598,83.676598,2235413
2015-05-28,83.915398,83.980003,82.776497,83.050003,83.050003,2645843
2015-05-29,83.517502,85.357498,83.219101,84.631500,84.631500,9148535
2015-06-01,84.382797,84.541901,83.099800,84.024696,84.024696,2115325
2015-06-02,84.661301,84.661301,82.552696,82.552696,82.552696,2626561
2015-06-03,82.055397,82.224503,81.120499,81.130402,81.130402,3746198
2015-06-04,81.060799,82.045502,80.036400,80.106003,80.106003,3795237
2015-06-05,79.946899,80.374496,79.360001,79.857300,79.857300,2906801
2015-06-09,79.867302,80.792297,79.370003,79.389900,79.389900,2823264
2015-06-10,79.429604,79.767799,78.763298,79.479401,79.479401,2251305
2015-06-11,79.867302,81.050903,79.867302,80.971298,80.971298,2587720
2015-06-12,81.060799,81.518303,80.583397,80.981201,80.981201,1838138
2015-06-15,80.464104,81.458702,79.787697,81.448700,81.448700,2378551
2015-06-16,81.558098,82.572601,81.170197,81.936096,81.936096,2007322
2015-06-17,83.050003,84.004898,82.871002,83.805901,83.805901,3698896
2015-06-18,83.706497,83.776100,82.244400,82.751602,82.751602,5371041
2015-06-19,83.736298,84.034698,83.482697,84.014801,84.014801,3671190
2015-06-22,83.815903,84.656303,83.497597,84.561798,84.561798,2092067
2015-06-23,85.994102,86.431702,85.546501,86.292503,86.292503,2796517
2015-06-24,86.610703,87.117996,86.451599,86.720200,86.720200,2961909
2015-06-25,86.163200,87.127899,85.735497,86.819603,86.819603,2840332
2015-06-26,86.033897,86.441704,85.546501,86.183098,86.183098,10063633
2015-06-29,84.929802,84.999496,83.905403,84.233597,84.233597,2505051
2015-06-30,83.398102,84.949699,83.179298,84.671204,84.671204,3217738
2015-07-01,84.691101,86.113403,84.691101,85.556503,85.556503,2073836
2015-07-02,85.506699,87.177696,85.486801,86.978798,86.978798,3133306
2015-07-03,87.028503,87.028503,85.675797,86.193001,86.193001,2500992
2015-07-06,84.621498,86.183098,84.507103,85.834999,85.834999,2049336
2015-07-07,86.033897,87.525803,85.984100,87.217499,87.217499,3147764
2015-07-08,85.844902,86.839500,85.307800,85.307800,85.307800,3983298
2015-07-09,84.154099,85.457001,83.756203,85.138702,85.138702,2788755
2015-07-10,85.994102,86.103500,85.218300,85.327698,85.327698,1837185
2015-07-13,85.118797,86.362099,84.571800,84.721001,84.721001,2029786
2015-07-14,85.954300,86.262604,85.248100,85.785202,85.785202,2382828
2015-07-15,85.934402,86.829597,85.934402,86.650497,86.650497,2491792
2015-07-16,87.525803,87.933601,87.127899,87.486000,87.486000,2208707
2015-07-17,87.814201,87.873901,86.948898,87.505898,87.505898,1428453
2015-07-20,87.525803,87.943497,87.247299,87.883904,87.883904,1257917
2015-07-21,88.351303,88.401001,87.336800,87.625298,87.625298,2018897
2015-07-22,86.650497,86.958900,86.163200,86.163200,86.163200,2890238
2015-07-23,86.033897,86.570999,85.566399,85.834999,85.834999,2193243
2015-07-24,85.536598,86.461502,85.039299,85.347603,85.347603,2277295
2015-07-27,84.989502,85.685799,84.651398,85.626099,85.626099,2295121
2015-07-28,84.810501,86.372002,84.810501,85.884697,85.884697,2519050
2015-07-29,86.620697,87.117996,86.133301,86.133301,86.133301,2316921
2015-07-30,86.461502,86.958900,86.163200,86.610703,86.610703,1950088
2015-07-31,87.088203,87.306999,86.640602,87.088203,87.088203,6791348
2015-08-03,87.247299,87.267197,86.342201,86.899200,86.899200,1329067
2015-08-04,86.899200,87.893799,86.570999,87.555603,87.555603,2279122
2015-08-05,87.157799,87.515800,86.461502,86.899200,86.899200,2501632
2015-08-06,85.536598,85.536598,83.676598,84.094398,84.094398,4513031
2015-08-07,82.353798,82.960503,80.861900,80.861900,80.861900,5242740
2015-08-10,80.712700,82.204597,80.066200,81.697403,81.697403,3397134
2015-08-11,82.512901,82.542801,81.309502,81.677498,81.677498,3869100
2015-08-12,81.677498,81.677498,81.677498,81.677498,81.677498,0
2015-08-13,81.677498,81.677498,81.677498,81.677498,81.677498,0
2015-08-14,81.677498,81.677498,81.677498,81.677498,81.677498,0
2015-08-17,80.500000,81.739998,80.370003,81.269997,81.269997,8127186
2015-08-18,79.309998,79.529999,76.910004,76.910004,76.910004,7498212
2015-08-19,77.080002,78.839996,76.949997,78.269997,78.269997,5726975
2015-08-20,77.000000,77.949997,75.760002,76.150002,76.150002,6306169
2015-08-21,75.089996,75.589996,74.160004,75.589996,75.589996,6935842
2015-08-24,73.599998,74.360001,72.470001,72.470001,72.470001,6916599
2015-08-25,71.449997,75.360001,71.419998,75.080002,75.080002,8131178
2015-08-26,73.550003,76.260002,73.510002,76.129997,76.129997,6033884
2015-08-27,77.000000,77.480003,76.430000,76.430000,76.430000,4834405
2015-08-28,77.300003,77.349998,75.599998,76.360001,76.360001,8807049
2015-08-31,75.709999,75.709999,74.120003,75.080002,75.080002,4715040
2015-09-01,74.989998,75.089996,73.250000,73.300003,73.300003,4332533
2015-09-02,72.650002,73.760002,72.220001,73.629997,73.629997,4509276
2015-09-03,74.629997,74.870003,71.970001,71.970001,71.970001,3937578
2015-09-04,71.959999,72.330002,71.260002,72.150002,72.150002,6328120
2015-09-07,71.900002,72.379997,71.339996,72.320000,72.320000,4570660
2015-09-08,72.589996,74.169998,72.349998,74.169998,74.169998,3999324
2015-09-09,75.809998,76.839996,75.760002,76.720001,76.720001,5549748
2015-09-10,74.900002,76.500000,74.820000,75.129997,75.129997,4595034
2015-09-11,75.129997,75.129997,75.129997,75.129997,75.129997,0
2015-09-14,75.050003,75.300003,74.019997,74.550003,74.550003,5378705
2015-09-15,74.669998,74.980003,73.269997,73.419998,73.419998,4209355
2015-09-16,74.989998,75.470001,74.099998,75.349998,75.349998,5551703
2015-09-17,76.199997,76.489998,75.510002,75.589996,75.589996,5142469
2015-09-18,75.739998,76.370003,74.349998,75.830002,75.830002,4131169
2015-09-21,74.610001,74.779999,73.050003,73.620003,73.620003,3651808
2015-09-22,74.000000,74.550003,73.199997,73.800003,73.800003,2229040
2015-09-23,73.000000,73.209999,71.449997,71.599998,71.599998,5680792
2015-09-24,71.970001,72.800003,71.849998,72.500000,72.500000,3215885
2015-09-25,72.800003,73.290001,71.400002,71.440002,71.440002,8362078
2015-09-28,71.559998,73.059998,71.550003,72.699997,72.699997,2151950
2015-09-29,71.500000,71.930000,70.150002,70.150002,70.150002,4504678
2015-09-30,70.849998,72.930000,70.830002,72.720001,72.720001,4795052
2015-10-01,73.389999,74.355003,72.660004,74.269997,74.269997,3277220
2015-10-02,73.389999,74.440002,73.110001,73.389999,73.389999,2392470
2015-10-04,74.440002,74.839996,74.199997,74.360001,74.360001,1619838
2015-10-05,75.250000,75.830002,74.779999,74.959999,74.959999,2595262
2015-10-06,75.000000,75.279999,73.709999,75.000000,75.000000,2523405
2015-10-07,75.699997,75.900002,75.029999,75.370003,75.370003,1998171
2015-10-08,76.000000,76.250000,75.000000,75.529999,75.529999,2428907
2015-10-11,75.500000,75.529999,74.330002,74.650002,74.650002,2185101
2015-10-12,74.500000,74.879997,73.269997,74.230003,74.230003,2371617
2015-10-13,73.449997,75.000000,73.449997,74.559998,74.559998,2682858
2015-10-14,74.860001,75.570000,74.010002,75.400002,75.400002,2302705
2015-10-15,76.000000,77.000000,75.970001,76.550003,76.550003,3732096
2015-10-18,77.000000,77.099998,76.059998,76.430000,76.430000,1963338
2015-10-19,76.150002,76.449997,75.599998,75.730003,75.730003,1995934
2015-10-20,75.349998,76.120003,74.510002,75.809998,75.809998,1914141
2015-10-21,75.500000,76.699997,75.300003,76.389999,76.389999,1734973
2015-10-22,77.699997,78.099998,77.099998,77.349998,77.349998,3063301
2015-10-25,77.889999,77.930000,77.370003,77.500000,77.500000,2251288
2015-10-26,77.610001,78.099998,77.540001,77.739998,77.739998,2424679
2015-10-27,77.750000,77.820000,77.029999,77.639999,77.639999,2108346
2015-10-28,78.209999,78.250000,77.050003,77.169998,77.169998,2637207
2015-10-29,76.510002,77.320000,76.129997,76.730003,76.730003,6229906
2015-11-01,76.849998,76.989998,75.010002,75.099998,75.099998,3023142
2015-11-02,75.500000,76.500000,75.300003,76.459999,76.459999,1949984
2015-11-03,77.080002,77.900002,76.349998,76.580002,76.580002,2574174
2015-11-04,76.809998,77.440002,75.110001,75.849998,75.849998,2951072
2015-11-05,75.830002,76.860001,75.510002,76.589996,76.589996,2169524
2015-11-08,76.180000,76.650002,75.019997,75.580002,75.580002,2288971
2015-11-09,75.500000,75.650002,73.750000,74.760002,74.760002,3464540
2015-11-10,74.849998,76.290001,74.849998,76.000000,76.000000,2720061
2015-11-11,75.599998,77.690002,75.519997,77.400002,77.400002,2560501
2015-11-12,75.660004,76.190002,75.029999,75.760002,75.760002,2885084
2015-11-15,74.639999,75.519997,74.629997,74.779999,74.779999,2114256
2015-11-16,75.989998,77.070000,75.580002,77.070000,77.070000,2930849
2015-11-17,76.470001,78.250000,76.379997,77.839996,77.839996,3150721
2015-11-18,78.589996,79.180000,78.160004,79.139999,79.139999,3267766
2015-11-19,79.349998,80.230003,78.910004,79.830002,79.830002,2950873
2015-11-22,80.000000,80.690002,79.519997,80.400002,80.400002,2001482
2015-11-23,79.800003,80.699997,79.519997,79.639999,79.639999,2604415
2015-11-24,79.610001,79.610001,78.699997,79.000000,79.000000,2373029
2015-11-25,79.269997,80.610001,79.209999,80.220001,80.220001,3292309
2015-11-26,80.949997,81.000000,79.599998,80.120003,80.120003,5545776
2015-11-29,80.250000,80.589996,79.349998,79.430000,79.430000,4247367
2015-11-30,79.459999,81.459999,79.400002,80.989998,80.989998,3556546
2015-12-01,81.050003,81.879997,80.779999,81.760002,81.760002,2445536
2015-12-02,80.940002,81.720001,80.589996,81.500000,81.500000,1902582
2015-12-03,79.959999,80.440002,79.559998,80.220001,80.220001,3408806
2015-12-06,81.500000,81.809998,80.500000,80.510002,80.510002,2028151
2015-12-07,80.010002,80.690002,79.750000,80.139999,80.139999,2474404
2015-12-08,79.860001,80.900002,79.519997,80.290001,80.290001,2497690
2015-12-09,79.699997,80.000000,77.879997,78.900002,78.900002,4186508
2015-12-10,78.500000,79.349998,78.150002,78.949997,78.949997,2284470
2015-12-13,77.949997,78.419998,77.330002,77.440002,77.440002,2914971
2015-12-14,77.980003,78.239998,76.870003,76.870003,76.870003,2701611
2015-12-15,77.800003,79.089996,77.599998,79.089996,79.089996,3102407
2015-12-16,80.500000,80.900002,80.169998,80.690002,80.690002,5445628
2015-12-17,79.900002,81.570000,79.525002,81.570000,81.570000,7936255
2015-12-20,80.769997,81.970001,80.769997,81.919998,81.919998,2198137
2015-12-21,82.470001,82.519997,81.279999,81.669998,81.669998,2092679
2015-12-22,82.489998,82.589996,81.809998,82.050003,82.050003,2522546
2015-12-23,83.099998,83.419998,82.830002,83.320000,83.320000,1620353
2015-12-27,83.320000,83.320000,83.320000,83.320000,83.320000,0
2015-12-28,83.470001,84.500000,83.019997,84.500000,84.500000,1840762
2015-12-29,85.000000,85.785004,84.900002,85.570000,85.570000,2623161
2015-12-30,85.489998,85.849998,85.099998,85.529999,85.529999,1800609
2016-01-03,85.440002,85.529999,84.230003,84.459999,84.459999,2230040
2016-01-04,83.180000,83.629997,83.010002,83.110001,83.110001,2761614
2016-01-05,83.129997,83.339996,81.889999,82.110001,82.110001,2477040
2016-01-06,81.699997,82.300003,79.910004,80.410004,80.410004,3320993
2016-01-07,79.000000,80.349998,77.650002,79.419998,79.419998,3791303
2016-01-10,78.480003,79.199997,77.730003,78.639999,78.639999,2588229
2016-01-11,79.000000,80.349998,78.959999,79.389999,79.389999,2927025
2016-01-12,80.110001,81.269997,79.580002,81.000000,81.000000,3143955
2016-01-13,79.500000,79.980003,78.809998,79.419998,79.419998,2147488
2016-01-14,80.879997,80.930000,78.519997,78.879997,78.879997,2701597
2016-01-17,77.739998,78.839996,77.250000,78.389999,78.389999,2460969
2016-01-18,78.599998,79.209999,78.070000,79.190002,79.190002,2300055
2016-01-19,79.199997,79.769997,77.470001,77.610001,77.610001,3383000
2016-01-20,78.769997,79.160004,76.809998,76.809998,76.809998,5261645
2016-01-21,77.400002,77.400002,75.980003,76.559998,76.559998,3581094
2016-01-24,77.919998,79.000000,77.500000,79.000000,79.000000,2932402
2016-01-26,79.000000,79.000000,77.230003,77.599998,77.599998,3232392
2016-01-27,77.580002,78.059998,76.559998,77.830002,77.830002,3143338
2016-01-28,77.790001,78.669998,76.690002,78.669998,78.669998,7035866
2016-01-31,79.500000,79.589996,78.040001,78.220001,78.220001,3603114
2016-02-01,78.529999,78.764999,77.800003,78.019997,78.019997,2339438
2016-02-02,76.730003,77.220001,75.620003,75.730003,75.730003,3758642
2016-02-03,76.300003,77.629997,76.050003,77.360001,77.360001,3125514
2016-02-04,77.000000,77.139999,76.010002,76.599998,76.599998,2267961
2016-02-07,76.070000,76.610001,75.849998,76.379997,76.379997,2222535
2016-02-08,75.620003,75.750000,72.870003,72.870003,72.870003,4592593
2016-02-09,74.970001,75.699997,72.580002,74.199997,74.199997,6540751
2016-02-10,75.099998,75.190002,73.129997,74.300003,74.300003,2862170
2016-02-11,73.690002,74.459999,73.070000,73.330002,73.330002,4264022
2016-02-14,75.400002,75.400002,73.110001,74.300003,74.300003,5367415
2016-02-15,72.500000,72.739998,70.750000,72.599998,72.599998,5455758
2016-02-16,73.190002,73.540001,71.849998,72.330002,72.330002,3410164
2016-02-17,73.309998,74.279999,73.000000,74.279999,74.279999,3165062
2016-02-18,73.849998,74.129997,73.029999,73.430000,73.430000,1768177
2016-02-21,73.199997,74.419998,73.160004,74.239998,74.239998,2074363
2016-02-22,74.010002,75.000000,73.029999,73.279999,73.279999,2571840
2016-02-23,72.620003,72.709999,71.000000,71.260002,71.260002,3957518
2016-02-24,71.500000,71.540001,70.070000,71.000000,71.000000,5357879
2016-02-25,71.500000,71.750000,70.349998,70.720001,70.720001,4861345
2016-02-28,70.849998,71.489998,70.089996,70.139999,70.139999,4476962
2016-02-29,70.110001,71.480003,70.089996,71.410004,71.410004,3667485
2016-03-01,72.849998,74.639999,72.639999,73.940002,73.940002,3667940
2016-03-02,74.160004,74.910004,74.010002,74.910004,74.910004,3042379
2016-03-03,75.709999,76.050003,75.339996,75.739998,75.739998,2660545
2016-03-06,76.190002,77.165001,75.739998,76.889999,76.889999,2691887
2016-03-07,76.680000,76.980003,75.050003,75.449997,75.449997,3363994
2016-03-08,75.199997,76.309998,75.000000,76.309998,76.309998,2661641
2016-03-09,76.599998,77.180000,76.050003,76.139999,76.139999,1786282
2016-03-10,76.300003,76.750000,75.419998,76.370003,76.370003,1774934
2016-03-13,76.879997,77.449997,76.629997,76.860001,76.860001,4135863
2016-03-14,76.839996,76.860001,75.250000,75.449997,75.449997,1647922
2016-03-15,75.500000,76.550003,75.199997,76.040001,76.040001,1764992
2016-03-16,76.650002,77.959999,76.250000,77.379997,77.379997,4715401
2016-03-17,78.000000,78.529999,77.650002,78.160004,78.160004,4505834
2016-03-20,78.110001,78.150002,76.739998,77.139999,77.139999,1781730
2016-03-21,77.300003,77.489998,76.870003,76.910004,76.910004,2824264
2016-03-22,76.760002,77.000000,76.169998,76.699997,76.699997,2729654
2016-03-23,76.010002,76.309998,74.150002,74.820000,74.820000,8965297
2016-03-28,74.800003,74.800003,72.910004,73.120003,73.120003,2545930
2016-03-29,73.629997,74.370003,72.699997,73.309998,73.309998,2249949
2016-03-30,74.290001,75.169998,73.559998,74.919998,74.919998,3039143
